% None
@RELATION some_artificial

@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE class {0.0, 1.0}

@DATA
0.0315949936332,0.986987757908,0.0
2.11509784001,-0.0462439679337,1.0
0.882489720243,-0.0757560551519,0.0
-0.0551441039549,-0.0373324592221,1.0
0.829545028103,-0.539321493037,1.0
2.11285707634,0.662083533484,1.0
0.56969269976,0.337441357529,0.0
0.952174536197,-0.753074709138,1.0
-0.0292211457367,0.392873356326,1.0
1.71579557338,0.360694539421,1.0
-0.278830141638,0.614205386214,1.0
2.00344508669,-0.309149603935,1.0
1.50009615948,-0.746363759632,1.0
1.22540834927,1.19793016867,0.0
0.467308193417,0.54703192245,0.0
-0.366532223176,1.11971633418,0.0
0.301244594288,1.23315697133,0.0
0.304307462704,0.823739353803,0.0
-0.23712491564,0.77876033547,0.0
1.16339831781,0.552902383734,0.0
-0.597024165545,0.657236099119,0.0
0.463567350125,-0.195154298389,1.0
0.684511114238,0.752876852259,0.0
0.705156988906,-0.458924440076,1.0
-0.658050078738,-0.129442112198,0.0
-0.746629463207,-0.382963203729,0.0
0.605852256397,0.31252841967,0.0
2.18137168305,-0.0229174692769,1.0
1.91980633407,0.172473288963,1.0
1.48343640207,-0.105170231498,1.0
0.474047226048,-0.145750671964,1.0
1.05614604677,-1.03570206805,1.0
1.86500732296,-0.0110787373472,1.0
0.419472102152,-0.324781011507,1.0
0.0687325777713,0.566484670288,1.0
-0.173324324763,1.00215130769,0.0
0.124124206481,1.00062891858,0.0
0.181211422788,0.24717743091,1.0
-0.254515593068,0.19317271593,1.0
1.02580668139,-0.625745662327,1.0
1.52002143103,-0.0451558127537,0.0
0.641740367506,-0.393694683706,1.0
-0.876155887163,0.0465662025135,0.0
-1.06964997367,0.136660247316,0.0
1.02658765448,0.377824576902,0.0
0.931313254315,1.38517841197,0.0
0.676805436355,1.57189931271,0.0
-0.368857330973,0.72886601417,0.0
-1.02465495491,0.161902146366,0.0
0.774553847884,0.153758032094,0.0
1.40451160081,-0.00705700513831,1.0
-0.381471742167,-0.234887466535,1.0
0.721552244629,0.447216575088,0.0
-0.51346685954,0.678690954533,0.0
0.321185461503,0.286686668542,0.0
0.195362803753,0.160851065149,1.0
0.52824196164,0.983009931545,0.0
-0.221653896894,0.251601387051,0.0
0.223346763556,1.32217182648,0.0
-0.107045718123,0.561783262564,1.0
0.636516851604,0.754448252344,0.0
-0.372278478493,0.992913166082,0.0
0.20718083266,-0.0976714273989,1.0
0.12733141909,-0.379654896712,1.0
0.714352308258,-0.799941612146,1.0
1.09487813635,-0.368418448219,1.0
-0.148143622833,0.961586568619,0.0
1.58618799858,-0.629845165616,1.0
0.744445506325,0.576613706863,0.0
2.18011027773,-0.69977750778,1.0
0.245755935482,0.849638301179,0.0
-0.9500358136,0.903616989336,0.0
-0.882307583303,0.0724904419665,0.0
2.02297078751,0.123251482324,1.0
2.14577321018,0.462963617314,1.0
0.355364683927,-0.678479886368,1.0
0.346650258847,1.11570676119,0.0
1.73923730061,0.459003524201,1.0
0.638564669635,-0.447184434165,1.0
1.28766870113,-0.491036600932,1.0
-0.137726069348,1.24532619871,0.0
-0.561753031216,1.05486051006,0.0
1.2900374791,-0.206914047505,1.0
-0.875393653549,0.505434229927,0.0
-0.928582491948,-0.456319905239,0.0
0.0249363207865,0.107479583387,1.0
0.197255899183,-0.06801667982,1.0
0.733460564955,0.281619288089,0.0
1.68294433827,-0.202042303173,1.0
0.507641240396,-0.117319793348,1.0
1.66760217476,-0.424856652272,1.0
-0.821722821044,0.631410662916,0.0
0.301709026643,0.786035339455,0.0
1.37671504706,-0.80915107418,1.0
1.17037550831,0.598406526905,0.0
1.69945309433,0.587719669817,1.0
0.218623233525,-0.652521186763,1.0
0.95291428475,-0.419765639577,1.0
-1.31850034439,0.423112349615,0.0
-1.29681764444,0.184147090231,0.0
% 
% 
% 
