% None
@RELATION some_artificial

@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE class {0.0, 1.0}

@DATA
-0.38289117386,-0.0908400423781,1.0
-0.0209622906012,-0.477874155851,1.0
-0.39611596215,-1.28942694241,0.0
-0.618130183781,-0.0638371502267,1.0
0.703478375909,-0.1870383681,1.0
-0.45970463415,0.69477465365,0.0
-0.450916815132,-0.715705235703,0.0
-0.455620044784,-0.13406015613,1.0
-0.265139042896,0.408128713488,1.0
-0.15474647888,0.41406973305,1.0
0.23120599763,-0.532758992931,1.0
0.156238753867,-0.867808795915,0.0
0.516475408821,0.489409951562,1.0
0.687070066955,-0.0233412927135,1.0
0.547598685065,-0.164823728816,1.0
-0.321795720713,-0.805535356395,0.0
-1.07478639185,-0.733362000886,0.0
0.767584549273,-0.434987831296,0.0
-0.474752343696,-0.338131860106,1.0
0.154206556626,1.07306031822,0.0
0.65916695934,0.207736341367,0.0
-0.777950027164,0.132655498567,1.0
0.470254541071,-0.312287475392,1.0
-0.0424679908879,0.26555446063,1.0
-0.724059543025,0.48807185492,0.0
-0.369600054918,-1.06514028211,0.0
0.178333273825,-0.497189724153,1.0
-0.939278643297,-0.419516375355,0.0
0.50914151778,-0.709774667514,0.0
-0.0556985200601,-0.821626072413,0.0
-0.112145789253,0.721970439874,1.0
0.804639214098,-0.152212955207,1.0
0.0826148728061,-0.117490209758,1.0
0.2034954115,-0.373967893556,1.0
0.138646933189,-0.239056421339,1.0
0.327853071546,-1.00769037333,0.0
0.889440612339,-0.391176280879,0.0
-0.0583794726291,0.284870386748,1.0
-1.06736529611,0.220400598216,0.0
-0.600713445773,-0.695451893341,0.0
-0.0397232403776,-0.409360559364,1.0
0.397420851049,0.206211623621,1.0
-0.369411536719,0.0129811032683,1.0
0.0357370275917,0.466662287244,0.0
-0.568149989087,-0.412884189295,1.0
0.41047299141,-0.736408676551,0.0
0.882497065923,-0.690044041553,0.0
0.0657982173579,-0.504583948289,1.0
-0.757372229876,-0.072402800579,0.0
0.183169661418,0.0872200664417,1.0
0.672483138508,-0.418926650885,0.0
0.258987231394,0.396886451769,1.0
-1.13129829689,0.481061400598,0.0
1.05928440423,0.644902867388,0.0
0.4101966269,0.387901983291,1.0
0.951420291729,-0.0408998264572,0.0
-0.604929877949,0.439509064218,0.0
0.233147615777,-0.817857110394,1.0
0.910673314514,0.307020754231,0.0
-0.450264718209,-0.0372410390597,1.0
-0.81396121061,-0.647339593497,0.0
-0.231913384462,0.505339924394,1.0
-0.597609825001,0.280231680923,1.0
0.739601657203,-0.8427028054,0.0
0.572946593504,-0.311989276155,0.0
0.248211325477,-0.54784509033,1.0
0.521278019374,0.941080053239,0.0
0.339731984262,0.106099784644,1.0
1.05339035753,-0.0219759286203,0.0
0.0132746586804,-0.63379501674,1.0
0.242258902246,0.490320637473,1.0
-0.892666117307,0.634507597917,0.0
0.167256603694,0.235484616123,1.0
-0.0561170467061,0.388340992125,1.0
0.846954860028,0.814358109812,0.0
0.299761952616,-0.0794303073527,1.0
-0.140476204346,0.724860324263,0.0
-0.0548202406053,0.184173283334,1.0
-0.246438844743,-0.432833367702,1.0
-0.234606454088,0.640944197722,0.0
-1.13184893138,-0.619649423722,0.0
-0.924138209845,-0.453020891977,0.0
0.222574504628,0.770525965934,0.0
-0.694537652342,0.530141473101,0.0
-1.03625089951,0.773399647233,0.0
0.518805851137,0.30152232083,1.0
-0.774295409826,0.0255376693115,0.0
0.71468326443,0.568690147833,0.0
-0.338752737808,0.468260632784,1.0
-0.347492442564,0.134414176129,1.0
1.1298079636,0.0428193626031,0.0
-0.383089793726,0.791168122826,0.0
-0.0742514059724,0.218462498283,1.0
-0.449452024808,-0.0572226573864,1.0
0.857832875555,0.637788877818,0.0
-0.474862033891,-0.224981122079,1.0
0.126272433237,0.869784123849,0.0
-0.647364575689,-0.363424373953,1.0
0.474404587415,1.01101584587,0.0
-0.38565772128,-0.810311832977,0.0
% 
% 
% 
