% None
@RELATION some_artificial

@ATTRIBUTE 0 REAL
@ATTRIBUTE 1 REAL
@ATTRIBUTE class {0.0, 1.0}

@DATA
-0.17749657799,0.930496266039,1.0
1.97742405872,1.76615529349,0.0
1.80002379392,1.70034279719,0.0
-0.770836856758,2.35916348327,1.0
-0.308009013778,1.59406315624,1.0
0.614721405774,2.43489823537,1.0
1.09094310104,2.21663402109,0.0
-0.834889541331,2.35868875025,1.0
2.47946499461,1.33418967219,0.0
1.19926597417,1.82681392288,1.0
2.18506183519,0.822687496928,0.0
1.68423202607,1.04113109736,0.0
1.14621134868,2.07048526793,0.0
1.35596945179,0.568024981684,0.0
1.38520748042,1.82607238485,0.0
1.86729216655,1.18692699021,0.0
0.312273756011,2.2460535323,1.0
-0.0818348364978,1.70065511237,1.0
0.904844716245,2.60683016073,1.0
-0.435860897629,2.01514140022,1.0
0.814411963688,2.13546784382,1.0
3.10874311617,2.26786504365,0.0
-0.25574216945,1.71281145607,1.0
1.88663027053,2.72089513484,0.0
2.29503546972,3.89267758718,0.0
-0.114156262403,0.85593357435,1.0
1.69703536784,3.47717798823,0.0
1.83855775154,0.926672125991,0.0
1.60298807166,1.30184359887,0.0
1.13803215016,2.82955007136,1.0
0.570027379334,1.82202468987,1.0
0.251301718962,1.32225048164,1.0
-0.398330782663,1.98434499701,1.0
1.62913260398,0.88168182378,0.0
3.1050358538,1.74000632974,0.0
-0.00566873594715,1.12039040658,1.0
1.36866557163,2.13964437644,0.0
2.69839961248,3.54932382379,0.0
2.00170837803,1.09862313901,0.0
2.43627708383,1.43769475627,0.0
-0.309969375709,0.912564442098,1.0
0.0852814784749,1.7228609647,1.0
2.06235803464,1.60351528745,0.0
1.61026984334,2.06899307794,0.0
1.398759141,0.692950335499,1.0
1.68417195212,1.05499075803,0.0
0.603263695202,2.18625056424,1.0
-0.800904054081,1.89873998789,1.0
2.2862290557,2.00485198895,0.0
-1.08107737562,2.77507784491,1.0
0.673146499289,1.08374453255,1.0
2.96970576478,2.12322912925,0.0
0.67950668388,2.09864273951,1.0
-0.447811766094,3.18420372039,1.0
-0.500338542003,2.02105530638,1.0
1.85307117706,3.66612495634,0.0
1.72186423686,1.78055874173,0.0
2.25033483188,3.12143111928,0.0
0.313569079609,1.35127948653,1.0
-0.284106905281,1.8572730448,1.0
2.12915656433,2.58463126653,0.0
1.5764227031,2.01987282231,0.0
-1.07819549178,1.40147405053,1.0
1.19768118804,2.40249074579,0.0
1.37690112137,1.1498584158,0.0
-1.6600648847,1.46313473717,1.0
1.24390011492,1.46004628105,0.0
1.87922304705,1.7226231417,0.0
2.90850791108,2.94159145074,0.0
-0.481226129163,1.79143761991,1.0
2.43743040475,1.3453533146,0.0
2.56579874095,0.993343581772,0.0
2.44899240884,2.49072726749,0.0
0.460342468812,0.684026115363,1.0
-0.390682680366,2.13223300552,1.0
-1.26676594416,1.15606381324,1.0
1.41882693885,2.57154526769,0.0
-0.567604361701,0.990102293919,1.0
-1.80173744707,1.23149132353,1.0
0.180359060605,1.2558779742,1.0
2.85271765844,1.84520560506,0.0
1.84588723406,1.15083733416,0.0
2.2332856961,3.15281390214,0.0
-0.550180439821,1.08169147163,1.0
-0.790890208646,1.65085521399,1.0
-0.131993291088,1.94007795651,1.0
0.702572568832,1.3570129616,0.0
0.276721546859,2.6729866818,1.0
0.610215868623,2.16514859922,1.0
-0.530003675412,2.0194316369,1.0
1.83727887776,2.11101289772,0.0
0.284160191695,2.64492963726,1.0
1.89688378944,2.26044693047,0.0
2.06813613482,2.61016690461,0.0
-1.72274126756,1.27907652155,1.0
2.63238160658,1.27130507603,0.0
-0.0402557387896,1.78270809717,1.0
-0.787453184253,1.40035688488,1.0
2.70244115647,1.58744358013,0.0
1.29096930199,2.75193673006,1.0
% 
% 
% 
